customer_id,churn_probability,top_1_name,top_1_value,top_1_impact,top_2_name,top_2_value,top_2_impact
15601977,0.1736,active_member,1.0,-0.5091,age,45.0,0.5668
15602030,0.053,age,30.0,-1.2668,limite_credito,238294.71,0.0756
15602034,0.1536,age,35.0,-1.2146,active_member,0.0,0.3428
15602043,0.3801,products_number,2.0,-1.352,age,47.0,0.5153
15602084,0.3245,active_member,1.0,-0.4599,age,43.0,0.3346
15602124,0.0436,products_number,2.0,-1.3113,cidade_marseille,1.0,0.282
15602312,0.0961,age,34.0,-1.1832,active_member,0.0,0.3601
15602354,0.3552,age,35.0,-0.9172,products_number,1.0,0.4776
15602373,0.2182,products_number,2.0,-1.157,active_member,0.0,0.2823
15602405,0.4861,age,39.0,-0.7226,products_number,1.0,0.3855
15602456,0.5342,products_number,2.0,-1.103,age,48.0,1.0709
15602479,0.0815,age,38.0,-0.6383,limite_credito,257143.27,0.078
15602497,0.0921,active_member,1.0,-0.4844,products_number,1.0,0.1512
15602500,0.0766,age,40.0,-0.4467,limite_credito,284086.19,0.145
15602551,0.032,products_number,2.0,-1.3366,active_member,0.0,0.3603
15602554,0.0597,age,32.0,-1.0874,limite_credito,160100.86,0.2455
15602572,0.018,products_number,2.0,-1.3127,credit_score,720.0,0.0763
15602811,0.1812,products_number,2.0,-1.1033,active_member,0.0,0.3753
15602812,0.1695,products_number,2.0,-1.2029,age,46.0,0.6208
15602844,0.0954,age,39.0,-0.9387,active_member,0.0,0.2697
15602845,0.0684,products_number,2.0,-1.395,active_member,0.0,0.3511
15602851,0.3486,gender_Female,0.0,-0.3648,products_number,1.0,0.5579
15602909,0.1224,products_number,2.0,-1.2496,gender_Female,1.0,0.3448
15602929,0.4665,age,38.0,-0.885,products_number,1.0,0.5012
15602934,0.0892,age,34.0,-1.2912,active_member,0.0,0.2529
15602979,0.0711,age,31.0,-1.4062,active_member,0.0,0.3199
15602994,0.3172,active_member,1.0,-0.6547,age,54.0,1.5086
15603035,0.0205,products_number,2.0,-1.2415,credit_utilization,,0.0194
15603065,0.0316,products_number,2.0,-1.2799,active_member,0.0,0.2015
15603082,0.4864,products_number,2.0,-1.2718,age,53.0,2.0224
15603088,0.021,age,25.0,-1.2123,gender_Female,1.0,0.1922
15603134,0.1588,tenure,10.0,-0.5379,gender_Female,1.0,0.1898
15603156,0.0307,age,34.0,-1.4441,active_member,0.0,0.2972
15603203,0.0159,age,28.0,-1.4751,active_member,0.0,0.1939
15603216,0.0171,age,27.0,-1.3539,active_member,0.0,0.0879
15603221,0.1097,age,34.0,-1.2979,products_number,1.0,0.2927
15603246,0.0486,active_member,1.0,-0.9124,limite_credito,410940.8,0.2625
15603247,0.4688,age,37.0,-0.8846,products_number,1.0,0.4789
15603319,0.0563,age,31.0,-1.3037,active_member,0.0,0.3341
15603323,0.0494,age,34.0,-1.3011,active_member,0.0,0.3888
15603328,0.019,age,28.0,-1.5695,products_number,1.0,0.0604
15603378,0.1079,age,38.0,-0.7316,products_number,1.0,0.1818
15603454,0.0317,age,30.0,-1.0724,limite_credito,123793.35,0.2633
15603481,0.1789,products_number,2.0,-1.3563,age,56.0,1.3817
15603550,0.1218,products_number,2.0,-1.0802,active_member,0.0,0.3122
15603582,0.421,age,35.0,-1.0181,products_number,1.0,0.5736
15603594,0.0197,products_number,2.0,-1.2676,estimated_salary,70668.77,0.0141
15603665,0.1624,products_number,2.0,-1.0577,limite_credito,134183.81,0.2705
15603674,0.011,products_number,2.0,-1.3933,balance,0.0,0.0286
15603683,0.0781,age,25.0,-1.468,active_member,0.0,0.259
15603741,0.1445,active_member,1.0,-0.4654,products_number,1.0,0.1462
15603743,0.0338,age,29.0,-1.4375,credit_score,526.0,0.0986
15603794,0.4862,active_member,1.0,-0.4801,age,49.0,1.2215
15603830,0.0247,products_number,2.0,-1.3695,active_member,0.0,0.2887
15603883,0.0177,products_number,2.0,-1.3155,balance,0.0,0.026
15603925,0.0799,age,28.0,-1.2201,limite_credito,477975.26,0.3425
15604020,0.4489,age,37.0,-0.675,country_germany,1.0,0.4396
15604044,0.0551,age,39.0,-0.9302,active_member,0.0,0.2785
15604073,0.1241,age,26.0,-1.475,products_number,1.0,0.3488
15604119,0.0968,age,36.0,-1.2193,active_member,0.0,0.3281
15604130,0.6804,cidade_valencia,1.0,-0.288,age,49.0,0.9526
15604146,0.142,products_number,2.0,-1.1496,gender_Female,1.0,0.2072
15604158,0.0808,products_number,2.0,-1.3381,gender_Female,1.0,0.2921
15604196,0.1223,age,34.0,-1.2204,balance,185714.28,0.4059
15604217,0.0199,products_number,2.0,-1.2715,active_member,0.0,0.2184
15604295,0.0286,products_number,2.0,-1.4512,active_member,0.0,0.2942
15604304,0.2294,age,36.0,-0.9618,products_number,1.0,0.3023
15604314,0.2728,age,28.0,-1.6295,active_member,0.0,0.4342
15604345,0.1457,age,23.0,-1.1618,products_number,1.0,0.2265
15604348,0.0218,age,23.0,-1.2736,active_member,0.0,0.3664
15604355,0.2187,age,40.0,-0.378,credit_score,519.0,0.3035
15604482,0.0529,age,32.0,-1.0183,products_number,1.0,0.111
15604497,0.504,tenure,7.0,-0.5032,age,46.0,0.6626
15604515,0.0939,age,23.0,-1.4584,active_member,0.0,0.301
15604536,0.1288,age,33.0,-1.2422,products_number,1.0,0.2732
15604544,0.0965,products_number,2.0,-1.2619,limite_credito,236130.27,0.4233
15604551,0.0876,products_number,2.0,-1.1925,active_member,0.0,0.3124
15604576,0.1086,age,23.0,-1.1048,products_number,1.0,0.4611
15604588,0.0374,products_number,2.0,-1.3789,gender_Female,1.0,0.2594
15604732,0.0557,products_number,2.0,-1.271,active_member,0.0,0.2967
15604782,0.1304,age,34.0,-1.1082,products_number,1.0,0.2999
15604792,0.1104,products_number,2.0,-1.3678,limite_credito,205713.03,0.3968
15604804,0.0587,age,34.0,-1.2315,products_number,1.0,0.1557
15604813,0.014,products_number,2.0,-1.6663,credit_utilization,,0.0289
15604818,0.0787,age,36.0,-1.3356,active_member,0.0,0.3266
15604832,0.0926,age,30.0,-1.3581,products_number,1.0,0.459
15604891,0.0459,products_number,2.0,-1.3341,active_member,0.0,0.2708
15604963,0.0383,products_number,2.0,-1.6493,active_member,0.0,0.327
15605036,0.2444,age,39.0,-0.5436,gender_Female,1.0,0.1841
15605067,0.0085,age,20.0,-1.456,active_member,0.0,0.3167
15605113,0.0565,age,28.0,-1.5494,products_number,1.0,0.1462
15605130,0.089,age,34.0,-1.0898,products_number,1.0,0.1653
15605134,0.075,age,35.0,-1.2669,active_member,0.0,0.275
15605215,0.0438,products_number,2.0,-1.689,age,50.0,1.1014
15605263,0.038,age,34.0,-1.1781,products_number,1.0,0.1135
15605264,0.4625,products_number,2.0,-1.0962,age,48.0,0.9815
15605276,0.0366,products_number,2.0,-1.2666,gender_Female,1.0,0.1783
15605284,0.0107,age,28.0,-1.2151,balance,0.0,0.0661
15605293,0.0959,products_number,2.0,-1.5696,age,44.0,0.2534
15605327,0.0227,products_number,2.0,-1.2924,credit_score,607.0,0.045
15605333,0.2366,age,33.0,-1.3187,products_number,1.0,0.5304
15605339,0.0524,products_number,2.0,-1.2433,gender_Female,1.0,0.2108
15605341,0.3502,active_member,1.0,-0.9949,age,60.0,0.9797
15605375,0.0865,age,36.0,-1.2742,active_member,0.0,0.2314
15605424,0.1366,age,39.0,-0.8969,active_member,0.0,0.3286
15605425,0.8258,tenure,2.0,-0.2654,age,46.0,0.6043
15605447,0.3583,cidade_toulouse,1.0,-0.5701,age,50.0,1.2492
15605455,0.0234,products_number,2.0,-1.5557,active_member,0.0,0.2184
15605461,0.4946,age,30.0,-1.3794,active_member,0.0,0.4177
15605531,0.0534,products_number,2.0,-1.4249,active_member,0.0,0.2577
15605622,0.0104,products_number,2.0,-1.3161,estimated_salary,179436.6,0.0147
15605665,0.0789,active_member,1.0,-1.1873,gender_Female,1.0,0.2103
15605666,0.0788,age,36.0,-0.9975,gender_Female,1.0,0.2482
15605672,0.1057,age,40.0,-0.6283,products_number,1.0,0.1365
15605673,0.0521,products_number,2.0,-1.3529,active_member,0.0,0.2976
15605684,0.0907,age,33.0,-1.5008,active_member,0.0,0.349
15605737,0.0219,products_number,2.0,-1.2899,active_member,0.0,0.3481
15605791,0.0681,age,30.0,-1.2905,active_member,0.0,0.3696
15605804,0.0535,products_number,2.0,-1.7059,active_member,0.0,0.3804
15605827,0.0186,products_number,2.0,-1.5352,active_member,0.0,0.2277
15605835,0.0915,products_number,2.0,-0.786,limite_credito,187021.79,0.3419
15605872,0.0681,active_member,1.0,-1.1604,products_number,1.0,0.1311
15605918,0.1363,products_number,2.0,-1.3944,active_member,0.0,0.2817
15605926,0.0564,active_member,1.0,-1.0718,balance,116854.71,0.1989
15605950,0.0449,age,25.0,-1.2395,cidade_berlin,1.0,0.2228
15605965,0.0164,products_number,2.0,-1.6937,age,44.0,0.1262
15605968,0.0342,age,28.0,-1.4552,credit_utilization,0.5372812197914,0.1191
15606003,0.0113,age,23.0,-1.3641,gender_Female,1.0,0.1558
15606076,0.2747,active_member,1.0,-1.1528,age,64.0,0.846
15606133,0.0201,products_number,2.0,-1.646,estimated_salary,172967.87,0.0399
15606149,0.2771,active_member,1.0,-1.2241,country_germany,1.0,0.3506
15606158,0.3371,age,40.0,-0.7048,products_number,1.0,0.5583
15606177,0.0298,products_number,2.0,-1.4695,active_member,0.0,0.3269
15606229,0.0263,products_number,2.0,-1.4472,active_member,0.0,0.2755
15606232,0.1621,age,38.0,-0.6897,gender_Female,1.0,0.1487
15606267,0.1887,age,39.0,-0.5459,gender_Female,1.0,0.1771
15606274,0.1012,products_number,2.0,-1.1616,limite_credito,79593.23,0.2415
15606310,0.0718,active_member,1.0,-1.1315,estimated_salary,162683.06,0.2148
15606435,0.0202,active_member,1.0,-1.352,limite_credito,142969.91,0.1253
15606436,0.0099,products_number,2.0,-1.4263,active_member,0.0,0.257
15606472,0.2768,age,40.0,-0.4802,products_number,1.0,0.5174
15606507,0.0284,age,26.0,-1.3527,active_member,0.0,0.3341
15606552,0.0623,products_number,2.0,-0.8757,limite_credito,115134.29,0.3195
15606554,0.0435,age,31.0,-1.309,products_number,1.0,0.4246
15606836,0.0758,age,34.0,-1.2361,gender_Female,1.0,0.1969
15606841,0.0248,products_number,2.0,-1.4193,active_member,0.0,0.2064
15606849,0.0552,age,29.0,-1.4724,gender_Female,1.0,0.2505
15606855,0.0145,products_number,2.0,-1.2999,credit_score,730.0,0.0242
15606861,0.0128,products_number,2.0,-1.2121,active_member,0.0,0.2992
15606901,0.0468,products_number,2.0,-1.726,active_member,0.0,0.1719
15606915,0.0519,age,26.0,-1.6197,active_member,0.0,0.3364
15607040,0.139,products_number,2.0,-0.8439,active_member,0.0,0.2716
15607065,0.0931,age,35.0,-1.3131,active_member,0.0,0.3324
15607098,0.1905,products_number,2.0,-1.1393,limite_credito,56086.07,0.3962
15607112,0.0134,products_number,2.0,-1.2583,credit_score,606.0,0.0348
15607142,0.0723,age,34.0,-1.2727,products_number,1.0,0.4558
15607176,0.1345,age,23.0,-1.3341,products_number,1.0,0.4434
15607178,0.1933,age,39.0,-0.5441,products_number,1.0,0.3767
15607230,0.0491,products_number,2.0,-1.2223,limite_credito,147436.46,0.2629
15607269,0.421,products_number,2.0,-1.1742,age,51.0,1.3017
15607278,0.1351,cidade_madrid,1.0,-0.6109,age,47.0,0.6079
15607301,0.1185,active_member,1.0,-1.2671,age,64.0,0.6212
15607330,0.1663,active_member,1.0,-0.5389,products_number,1.0,0.1819
15607381,0.1046,age,32.0,-1.2773,active_member,0.0,0.3019
15607395,0.0508,age,35.0,-1.2372,active_member,0.0,0.1873
15607485,0.0569,products_number,2.0,-1.2915,active_member,0.0,0.3484
15607509,0.0254,products_number,2.0,-1.44,active_member,0.0,0.2915
15607560,0.0239,products_number,2.0,-1.4083,gender_Female,1.0,0.247
15607577,0.0812,age,29.0,-1.2443,products_number,1.0,0.4296
15607598,0.0354,products_number,2.0,-1.265,gender_Female,1.0,0.1703
15607629,0.1713,products_number,2.0,-1.4299,age,50.0,1.1554
15607634,0.0349,products_number,2.0,-1.4024,limite_credito,56998.37,0.2101
15607690,0.3465,products_number,2.0,-1.411,age,48.0,0.5388
15607691,0.07,age,37.0,-0.7687,products_number,1.0,0.1329
15607713,0.0135,products_number,2.0,-1.2226,gender_Female,1.0,0.2271
15607746,0.226,age,37.0,-0.7836,products_number,1.0,0.4717
15607748,0.0639,products_number,2.0,-1.0865,limite_credito,233649.44,0.3851
15607753,0.1363,age,25.0,-1.0657,gender_Female,1.0,0.2642
15607786,0.025,age,27.0,-1.5228,products_number,1.0,0.1108
15607827,0.0792,products_number,2.0,-1.1806,limite_credito,180383.08,0.3018
15607837,0.0965,age,31.0,-1.1575,gender_Female,1.0,0.1694
15607874,0.1001,age,39.0,-0.6355,products_number,1.0,0.1416
15607877,0.0102,products_number,2.0,-1.1622,credit_score,576.0,0.0425
15607884,0.046,products_number,2.0,-1.3056,gender_Female,1.0,0.1987
15607986,0.1019,tenure,10.0,-0.6963,products_number,1.0,0.1707
15607988,0.5849,age,38.0,-0.7895,products_number,1.0,0.4288
15607990,0.2652,active_member,1.0,-0.4663,age,44.0,0.2594
15607993,0.463,active_member,1.0,-0.7256,age,53.0,1.3916
15608114,0.0885,active_member,1.0,-1.3376,age,63.0,0.6644
15608166,0.0721,age,38.0,-0.6652,products_number,1.0,0.1717
15608209,0.0717,age,34.0,-1.3396,active_member,0.0,0.3939
15608226,0.1339,active_member,1.0,-0.9886,limite_credito,211832.92,0.2174
15608230,0.0189,age,24.0,-1.3644,active_member,0.0,0.2895
15608328,0.2165,products_number,2.0,-1.3906,active_member,0.0,0.3251
15608387,0.0456,age,30.0,-1.3432,active_member,0.0,0.2653
15608408,0.0417,products_number,2.0,-1.4187,active_member,0.0,0.3154
15608595,0.1906,active_member,1.0,-0.4121,products_number,1.0,0.1545
15608688,0.0241,products_number,2.0,-1.2412,active_member,0.0,0.3001
15608726,0.0256,products_number,2.0,-1.2159,estimated_salary,166310.82,0.1108
15608760,0.089,age,32.0,-1.1313,products_number,1.0,0.1646
15608804,0.6695,active_member,1.0,-0.5908,age,50.0,1.253
15608845,0.1783,age,39.0,-0.8286,active_member,0.0,0.3013
15608873,0.6654,cidade_toulouse,1.0,-0.5933,age,53.0,1.6551
15608886,0.0244,age,34.0,-1.482,active_member,0.0,0.287
15608956,0.0852,age,34.0,-1.6036,products_number,1.0,0.4635
15608968,0.0764,age,23.0,-1.3079,active_member,0.0,0.3679
15609058,0.0398,age,24.0,-1.4215,products_number,1.0,0.1218
15609160,0.0153,age,33.0,-1.4109,active_member,0.0,0.3152
15609176,0.039,products_number,2.0,-1.3198,estimated_salary,177607.77,0.2169
15609187,0.0344,age,29.0,-1.674,active_member,0.0,0.2629
15609254,0.3033,products_number,2.0,-0.7343,limite_credito,267591.76,0.4313
15609286,0.0681,tenure,10.0,-0.5752,products_number,1.0,0.1284
15609299,0.0523,age,30.0,-1.4991,active_member,0.0,0.2159
15609319,0.1963,active_member,1.0,-0.496,products_number,1.0,0.2163
15609356,0.021,age,26.0,-1.5756,active_member,0.0,0.2349
15609458,0.0187,age,32.0,-1.2302,products_number,1.0,0.0452
15609475,0.1457,active_member,1.0,-0.4468,gender_Female,1.0,0.2063
15609510,0.569,gender_Female,0.0,-0.4258,age,47.0,0.9075
15609521,0.0823,products_number,2.0,-1.0999,cidade_cologne,1.0,0.2592
15609545,0.0882,age,31.0,-1.1738,estimated_salary,177017.39,0.245
15609562,0.4229,country_germany,0.0,-0.2915,active_member,0.0,0.3787
15609637,0.0472,products_number,2.0,-1.6872,age,52.0,1.0954
15609643,0.0693,age,34.0,-1.119,limite_credito,255455.54,0.3015
15609669,0.1891,products_number,2.0,-0.8612,limite_credito,278756.25,0.3215
15609676,0.2441,age,37.0,-0.8819,active_member,0.0,0.3011
15609804,0.0146,age,30.0,-1.3988,active_member,0.0,0.3139
15609823,0.0617,age,36.0,-1.0076,active_member,0.0,0.2797
15609899,0.2044,age,38.0,-1.0264,products_number,1.0,0.4844
15609913,0.8137,cidade_toulouse,1.0,-0.204,age,48.0,0.8641
15609928,0.1463,products_number,2.0,-1.382,limite_credito,172691.91,0.3634
15609977,0.5704,cidade_bordeaux,1.0,-0.387,age,49.0,1.028
15609987,0.3529,cidade_marseille,1.0,-0.3666,products_number,1.0,0.2654
15610002,0.0172,products_number,2.0,-1.608,balance,0.0,0.0181
15610042,0.061,age,35.0,-1.4046,active_member,0.0,0.3352
15610056,0.087,products_number,2.0,-1.1997,gender_Female,1.0,0.1732
15610090,0.2146,products_number,2.0,-0.9342,active_member,0.0,0.4161
15610105,0.0873,age,22.0,-1.349,cidade_berlin,1.0,0.1989
15610140,0.086,products_number,2.0,-1.1673,active_member,0.0,0.3137
15610156,0.0976,gender_Female,0.0,-0.5062,products_number,1.0,0.127
15610165,0.0181,age,28.0,-1.3374,gender_Female,1.0,0.1607
15610226,0.0613,age,28.0,-1.4935,active_member,0.0,0.2798
15610271,0.4455,cidade_madrid,1.0,-0.5439,active_member,0.0,0.3786
15610337,0.1454,age,36.0,-1.1304,active_member,0.0,0.3358
15610355,0.5052,gender_Female,0.0,-0.3164,age,45.0,0.4727
15610379,0.0549,age,31.0,-1.1157,products_number,1.0,0.1072
15610403,0.1431,products_number,2.0,-1.1811,active_member,0.0,0.3298
15610419,0.0463,age,34.0,-1.3087,products_number,1.0,0.0864
15610426,0.108,age,40.0,-0.5048,products_number,1.0,0.1356
15610433,0.0125,products_number,2.0,-1.2007,active_member,0.0,0.3045
15610454,0.1219,age,34.0,-1.3196,products_number,1.0,0.2845
15610557,0.1039,products_number,2.0,-0.7724,gender_Female,1.0,0.268
15610594,0.0902,products_number,2.0,-1.2315,active_member,0.0,0.33
15610643,0.4508,gender_Female,0.0,-0.3348,age,45.0,0.4003
15610653,0.0418,products_number,2.0,-1.233,gender_Female,1.0,0.2564
15610711,0.71,age,41.0,-0.3214,country_germany,1.0,0.4207
15610727,0.1205,age,37.0,-1.0196,active_member,0.0,0.3494
15610753,0.052,age,29.0,-1.3812,credit_utilization,0.5399370818808306,0.0956
15610755,0.1085,age,34.0,-1.1887,products_number,1.0,0.1683
15610765,0.0231,age,30.0,-1.4177,active_member,0.0,0.3322
15610781,0.0698,age,31.0,-1.3903,active_member,0.0,0.2633
15610801,0.4262,active_member,1.0,-0.4767,country_germany,1.0,0.4691
15610903,0.2754,age,32.0,-1.0932,active_member,0.0,0.4376
15610912,0.4623,age,42.0,-0.4402,active_member,0.0,0.3823
15610930,0.4683,age,36.0,-0.9765,products_number,1.0,0.4074
15611024,0.0678,age,25.0,-1.3609,gender_Female,1.0,0.2501
15611029,0.4906,age,34.0,-1.2465,products_number,1.0,0.4199
15611088,0.0289,age,33.0,-1.4177,active_member,0.0,0.2678
15611105,0.0092,products_number,2.0,-1.3364,credit_utilization,,0.0302
15611157,0.1248,age,33.0,-1.6502,active_member,0.0,0.3583
15611171,0.0305,age,34.0,-1.38,products_number,1.0,0.1412
15611189,0.4082,country_germany,0.0,-0.2663,active_member,0.0,0.3539
15611223,0.1751,products_number,2.0,-1.181,active_member,0.0,0.2703
15611247,0.0246,age,30.0,-1.4839,active_member,0.0,0.2461
15611287,0.0395,products_number,2.0,-1.2356,gender_Female,1.0,0.2228
15611315,0.2169,age,25.0,-1.3762,products_number,1.0,0.4353
15611325,0.0813,age,25.0,-1.2697,active_member,0.0,0.3813
15611329,0.0697,products_number,2.0,-1.2114,gender_Female,1.0,0.3089
15611338,0.018,products_number,2.0,-1.2904,estimated_salary,37605.9,0.0803
15611365,0.1062,age,33.0,-1.4127,active_member,0.0,0.3493
15611371,0.2282,active_member,1.0,-0.4932,age,44.0,0.3679
15611409,0.028,products_number,2.0,-1.3904,active_member,0.0,0.3114
15611544,0.0593,products_number,2.0,-1.1861,active_member,0.0,0.3048
15611551,0.1769,products_number,2.0,-0.808,age,49.0,0.9423
15611579,0.1698,active_member,1.0,-0.5156,age,44.0,0.2899
15611580,0.1449,age,34.0,-1.3488,active_member,0.0,0.3572
15611599,0.0445,products_number,2.0,-1.0837,gender_Female,1.0,0.1542
15611612,0.1835,age,31.0,-1.4111,products_number,1.0,0.5139
15611635,0.2638,cidade_madrid,1.0,-0.4732,products_number,1.0,0.4765
15611644,0.1287,active_member,1.0,-1.0484,products_number,1.0,0.1047
15611699,0.5133,age,42.0,-0.365,products_number,1.0,0.5162
15611756,0.5525,products_number,2.0,-1.1157,age,49.0,1.1377
15611759,0.3127,active_member,1.0,-0.9354,age,58.0,1.606
15611786,0.2885,active_member,1.0,-1.2412,cidade_zaragoza,1.0,0.3217
15611794,0.1086,active_member,1.0,-1.2436,age,63.0,0.9264
15611800,0.193,active_member,1.0,-1.1112,age,64.0,0.7549
15611848,0.0612,age,34.0,-1.4194,country_germany,1.0,0.3132
15611905,0.19,age,33.0,-1.2106,active_member,0.0,0.4127
15611947,0.1199,age,36.0,-1.2534,active_member,0.0,0.4114
15611961,0.0232,products_number,2.0,-1.3,active_member,0.0,0.2941
15611973,0.0383,products_number,2.0,-1.6593,age,56.0,1.5766
15612030,0.0189,products_number,2.0,-1.1922,credit_score,724.0,0.0803
15612043,0.0549,age,37.0,-0.7342,products_number,1.0,0.1637
15612050,0.3923,active_member,1.0,-0.5407,age,49.0,0.9602
15612071,0.0683,age,33.0,-1.1807,gender_Female,1.0,0.2056
15612087,0.409,active_member,1.0,-0.4246,age,46.0,0.7706
15612108,0.4231,active_member,1.0,-0.5854,age,53.0,1.4426
15612140,0.221,active_member,1.0,-0.4511,age,47.0,0.5918
15612187,0.3604,age,34.0,-1.3133,active_member,0.0,0.4189
15612193,0.0608,age,30.0,-1.3252,active_member,0.0,0.355
15612358,0.0509,products_number,2.0,-1.0341,limite_credito,147317.88,0.1264
15612418,0.1195,products_number,2.0,-1.2866,active_member,0.0,0.3252
15612444,0.031,age,30.0,-1.3277,active_member,0.0,0.3279
15612455,0.6471,active_member,1.0,-0.4394,age,47.0,0.8599
15612465,0.0362,age,35.0,-0.9371,limite_credito,109232.54,0.2924
15612505,0.3051,cidade_madrid,1.0,-0.5228,age,47.0,0.5131
15612524,0.4946,tenure,2.0,-0.3385,country_germany,1.0,0.4246
15612594,0.0183,products_number,2.0,-1.257,credit_score,599.0,0.0773
15612615,0.0486,products_number,2.0,-1.3023,active_member,0.0,0.2681
15612627,0.1152,age,30.0,-1.1762,active_member,0.0,0.3714
15612633,0.2033,active_member,1.0,-0.5031,age,45.0,0.4913
15612667,0.3916,gender_Female,0.0,-0.3782,products_number,1.0,0.5195
15612670,0.158,products_number,2.0,-1.353,age,48.0,0.7999
15612729,0.0731,products_number,2.0,-1.2076,age,64.0,0.9604
15612769,0.0423,age,30.0,-1.2323,products_number,1.0,0.1177
15612771,0.0624,age,37.0,-0.7667,products_number,1.0,0.1385
15612776,0.0763,products_number,2.0,-1.2687,gender_Female,1.0,0.3585
15612832,0.044,age,33.0,-1.4943,active_member,0.0,0.3403
15612893,0.5579,gender_Female,0.0,-0.3421,products_number,1.0,0.5016
15612931,0.3515,active_member,1.0,-0.7744,age,52.0,1.112
15613014,0.1104,age,30.0,-1.4457,active_member,0.0,0.3633
15613017,0.2197,age,34.0,-1.4563,country_germany,1.0,0.4342
15613085,0.1923,age,35.0,-0.9048,products_number,1.0,0.4835
15613097,0.0272,products_number,2.0,-1.2416,gender_Female,1.0,0.1697
15613140,0.1378,age,35.0,-1.0763,products_number,1.0,0.4878
15613141,0.2819,active_member,1.0,-0.4677,age,43.0,0.2644
15613172,0.0432,age,28.0,-1.479,active_member,0.0,0.3722
15613180,0.1004,age,23.0,-1.3917,country_germany,1.0,0.3142
15613197,0.0285,products_number,2.0,-1.4576,active_member,0.0,0.3201
15613216,0.1361,cidade_madrid,1.0,-0.7633,active_member,0.0,0.3039
15613282,0.1307,age,30.0,-1.4171,active_member,0.0,0.4081
15613292,0.018,age,22.0,-1.3756,active_member,0.0,0.3171
15613319,0.2083,age,35.0,-1.2091,products_number,1.0,0.5001
15613326,0.1343,age,34.0,-1.4531,active_member,0.0,0.3622
15613337,0.0486,products_number,2.0,-1.7239,age,49.0,0.9394
15613463,0.4107,products_number,2.0,-1.1192,age,51.0,1.2208
15613471,0.0338,products_number,2.0,-1.0442,limite_credito,63874.83,0.1665
15613518,0.1086,age,36.0,-0.9468,gender_Female,1.0,0.1864
15613623,0.2618,active_member,1.0,-1.2386,age,63.0,0.6917
15613656,0.3024,active_member,1.0,-1.0399,age,59.0,1.2593
15613673,0.1015,age,29.0,-1.5777,products_number,1.0,0.4367
15613712,0.0172,products_number,2.0,-1.3273,active_member,0.0,0.3332
15613713,0.045,age,31.0,-1.1195,balance,44928.88,0.2582
15613734,0.0552,age,34.0,-1.1638,limite_credito,208303.48,0.1684
15613786,0.0171,products_number,2.0,-1.3017,estimated_salary,167036.94,0.037
15613787,0.1248,age,37.0,-0.9505,active_member,0.0,0.3431
15613816,0.3735,active_member,1.0,-0.4884,products_number,1.0,0.1646
15613844,0.0717,age,30.0,-1.3652,limite_credito,173616.4,0.1818
15613880,0.1378,active_member,1.0,-1.2246,age,60.0,0.9853
15613945,0.0158,age,28.0,-1.5656,active_member,0.0,0.2777
15613962,0.0455,products_number,2.0,-1.3598,estimated_salary,183042.2,0.2092
15614049,0.0391,products_number,2.0,-1.6404,age,56.0,1.4575
15614054,0.017,products_number,2.0,-1.3263,balance,0.0,0.039
15614137,0.1011,products_number,2.0,-1.3488,active_member,0.0,0.3449
15614187,0.179,products_number,2.0,-1.1357,limite_credito,324633.63,0.2576
15614213,0.0777,age,38.0,-1.0796,active_member,0.0,0.292
15614215,0.0365,products_number,2.0,-1.6427,age,54.0,1.3555
15614220,0.014,products_number,2.0,-1.1773,balance,-0.0,0.0222
15614230,0.0271,products_number,2.0,-1.2476,gender_Female,1.0,0.1609
15614302,0.0577,age,32.0,-1.3001,active_member,0.0,0.2937
15614361,0.1829,active_member,1.0,-0.5467,age,44.0,0.277
15614365,0.3321,age,32.0,-1.2148,active_member,0.0,0.41
15614420,0.0949,age,34.0,-1.1774,limite_credito,129045.29,0.2091
15614491,0.1276,products_number,2.0,-0.871,active_member,0.0,0.3356
15614520,0.1919,age,39.0,-0.8257,active_member,0.0,0.2884
15614635,0.3568,active_member,1.0,-0.7593,age,54.0,1.5167
15614643,0.0616,products_number,2.0,-1.4019,active_member,0.0,0.2669
15614687,0.2354,products_number,2.0,-1.23,age,45.0,0.5374
15614716,0.1318,age,38.0,-0.8394,products_number,1.0,0.1742
15614740,0.1662,products_number,2.0,-0.8376,limite_credito,183400.95,0.3239
15614778,0.0532,products_number,2.0,-1.1724,active_member,0.0,0.356
15614782,0.1839,age,37.0,-1.1062,products_number,1.0,0.4621
15614813,0.7011,estimated_salary,487.3,-0.3258,age,47.0,0.6103
15614818,0.1874,age,34.0,-0.9882,gender_Female,1.0,0.1927
15614827,0.1879,tenure,8.0,-0.4888,age,43.0,0.2876
15614834,0.137,age,33.0,-1.0713,limite_credito,242471.14,0.2955
15614847,0.2931,active_member,1.0,-0.4363,age,46.0,0.5903
15614878,0.2679,age,31.0,-0.9673,products_number,1.0,0.3255
15614893,0.1469,age,40.0,-0.4702,products_number,1.0,0.5016
15614923,0.1134,active_member,1.0,-0.4648,products_number,1.0,0.1335
15614929,0.0814,age,30.0,-1.3125,active_member,0.0,0.3477
15614934,0.5797,age,39.0,-0.6675,country_germany,1.0,0.4303
15614936,0.2788,active_member,1.0,-0.6251,age,50.0,1.037
15614962,0.3083,active_member,1.0,-0.7465,age,52.0,1.0906
15615004,0.0331,products_number,2.0,-1.2289,gender_Female,1.0,0.2687
15615012,0.0956,age,24.0,-1.4638,active_member,0.0,0.2984
